종목명,현재가,전일비,등락률,매수호가,매도호가,거래량,거래대금,전일거래량,업종명,조회일자,종목명_전처리,종목코드,매출액,영업이익,당기순이익,영업이익률,순이익률,ROE(지배주주),부채비율,당좌비율,유보율,EPS(원),PER(배),BPS(원),PBR(배),주당배당금(원),시가배당률(%),배당성향(%),시가총액,시가총액순위,상장주식수,액면가l매매단위,외국인한도주식수(A),외국인보유주식수(B),외국인소진율(B/A),투자의견l목표주가,52주최고l최저,PERlEPS(2022.06),추정PERlEPS,PBRlBPS (2022.06),배당수익률,동일업종 PER,동일업종 등락률,배당수익률l2021.12,PERlEPS(2021.12),PBRlBPS (2021.12),PERlEPS(2022.03),PBRlBPS (2022.03),PERlEPS(2021.09),PBRlBPS (2021.09)
WI *,1140.0,234.0,+25.83%,1135.0,1140.0,9171446.0,10065.0,231771.0,반도체와반도체장비,2022-09-20,WI,073570,,,,,,,,,,,,,,,,,922  억원,코스닥 896위,80904873,100원  l  1주,80904873,774014,0.96%,N/A  l  N/A,"2,130  l  798",N/A  l  -133원,N/A  l  N/A,3.10배  l  368원,,7.35배,-1.10%,,,,,,,
코디엠 *,440.0,41.0,+10.28%,439.0,440.0,8260735.0,3770.0,3424918.0,반도체와반도체장비,2022-09-20,코디엠,224060,,,,,,,,,,,,,,,,,267  억원,코스닥 1492위,60712429,500원  l  1주,60712429,614799,1.01%,N/A  l  N/A,"1,395  l  397",N/A  l  -272원,N/A  l  N/A,"0.43배  l  1,026원",,7.35배,-1.10%,,,,,,,
에스앤에스텍 *,24250.0,1650.0,+7.30%,24250.0,24300.0,535243.0,12907.0,117016.0,반도체와반도체장비,2022-09-20,에스앤에스텍,101490,,,,,,,,,,,,,,,,,"5,202  억원",코스닥 114위,21451447,500원  l  1주,21451447,1099583,5.13%,N/A  l  N/A,"39,000  l  18,250",43.62배  l  556원,N/A  l  N/A,"2.81배  l  8,623원",,7.35배,-1.10%,0.41%,,,,,,
타이거일렉 *,23300.0,1550.0,+7.13%,23200.0,23300.0,67349.0,1569.0,22208.0,반도체와반도체장비,2022-09-20,타이거일렉,219130,,,,,,,,,,,,,,,,,"1,471  억원",코스닥 588위,6314290,500원  l  1주,6314290,1236240,19.58%,N/A  l  N/A,"23,950  l  12,500","21.22배  l  1,098원",N/A  l  N/A,"2.62배  l  8,879원",,7.35배,-1.10%,,,,,,,
아진엑스텍 *,11500.0,750.0,+6.98%,11450.0,11500.0,245178.0,2745.0,235945.0,반도체와반도체장비,2022-09-20,아진엑스텍,059120,,,,,,,,,,,,,,,,,"1,121  억원",코스닥 764위,9748596,500원  l  1주,9748596,73832,0.76%,N/A  l  N/A,"17,200  l  7,500",34.53배  l  333원,N/A  l  N/A,"2.38배  l  4,839원",,7.35배,-1.10%,1.30%,,,,,,
KEC,2885.0,160.0,+5.87%,2885.0,2890.0,8496111.0,24522.0,2040720.0,반도체와반도체장비,2022-09-20,KEC,092220,,,,,,,,,,,,,,,,,"4,176  억원",코스피 366위,144748141,500원  l  1주,144748141,4142126,2.86%,N/A  l  N/A,"4,355  l  2,155",29.14배  l  99원,N/A  l  N/A,"1.42배  l  2,028원",,7.35배,-1.10%,,,,,,,
아이윈플러스 *,606.0,28.0,+4.84%,606.0,607.0,1550739.0,904.0,725313.0,반도체와반도체장비,2022-09-20,아이윈플러스,123010,,,,,,,,,,,,,,,,,719  억원,코스닥 1071위,118636752,100원  l  1주,118636752,301065,0.25%,N/A  l  N/A,"1,288  l  428",N/A  l  -56원,N/A  l  N/A,2.19배  l  277원,,7.35배,-1.10%,,,,,,,
러셀 *,3605.0,145.0,+4.19%,3605.0,3610.0,383835.0,1381.0,217913.0,반도체와반도체장비,2022-09-20,러셀,217500,,,,,,,,,,,,,,,,,"1,147  억원",코스닥 742위,31812000,100원  l  1주,31812000,303457,0.95%,N/A  l  N/A,"5,560  l  2,860",16.09배  l  224원,N/A  l  N/A,"1.99배  l  1,810원",,7.35배,-1.10%,0.83%,,,,,,
지오엘리먼트 *,21950.0,800.0,+3.78%,21900.0,21950.0,554763.0,12188.0,1297746.0,반도체와반도체장비,2022-09-20,지오엘리먼트,311320,,,,,,,,,,,,,,,,,"1,384  억원",코스닥 634위,6307280,500원  l  1주,6307280,3150,0.05%,N/A  l  N/A,"53,900  l  15,350",,N/A  l  N/A,,,7.35배,-1.10%,0.46%,"20.03배  l  1,096원","3.00배  l  7,320원",,,,
코미코 *,52300.0,1900.0,+3.77%,52200.0,52300.0,37315.0,1940.0,58825.0,반도체와반도체장비,2022-09-20,코미코,183300,,,,,,,,,,,,,,,,,"5,241  억원",코스닥 111위,10020447,500원  l  1주,10020447,3884626,38.77%,N/A  l  N/A,"86,000  l  42,900","11.15배  l  4,692원",N/A  l  N/A,"2.10배  l  24,960원",,7.35배,-1.10%,1.05%,,,,,,
HPSP *,64800.0,2300.0,+3.68%,64800.0,64900.0,175482.0,11396.0,237185.0,반도체와반도체장비,2022-09-20,HPSP,403870,,,,,,,,,,,,,,,,,"1조  2,864  억원",코스닥 30위,19852395,500원  l  1주,19852395,136322,0.69%,"4.00매수  l  82,000","72,200  l  42,100",,N/A  l  N/A,,,7.35배,-1.10%,,"30.42배  l  2,130원","15.25배  l  4,250원",,,,
넥스트칩 *,9600.0,340.0,+3.67%,9590.0,9600.0,290989.0,2873.0,147757.0,반도체와반도체장비,2022-09-20,넥스트칩,396270,,,,,,,,,,,,,,,,,"1,669  억원",코스닥 505위,17384240,500원  l  1주,17384240,63232,0.36%,N/A  l  N/A,"18,700  l  9,200",,N/A  l  N/A,,,7.35배,-1.10%,,"N/A  l  -1,690원","3.34배  l  2,877원",,,,
로체시스템즈 *,7280.0,250.0,+3.56%,7270.0,7280.0,669158.0,4849.0,648892.0,반도체와반도체장비,2022-09-20,로체시스템즈,071280,,,,,,,,,,,,,,,,,"1,114  억원",코스닥 767위,15296603,500원  l  1주,15296603,7153687,46.77%,N/A  l  N/A,"7,520  l  4,750",7.62배  l  956원,N/A  l  N/A,"1.16배  l  6,278원",,7.35배,-1.10%,0.28%,,,,,,
케이엔더블유 *,11950.0,400.0,+3.46%,11900.0,11950.0,268320.0,3231.0,170085.0,반도체와반도체장비,2022-09-20,케이엔더블유,105330,,,,,,,,,,,,,,,,,"1,450  억원",코스닥 599위,12135382,500원  l  1주,12135382,71952,0.59%,N/A  l  N/A,"16,450  l  8,090",60.97배  l  196원,N/A  l  N/A,"2.08배  l  5,752원",,7.35배,-1.10%,,,,,,,
라온테크 *,14950.0,450.0,+3.10%,14950.0,15000.0,246513.0,3633.0,356167.0,반도체와반도체장비,2022-09-20,라온테크,232680,198.0,42.0,,21.21,,,,,,,,,,,,,"1,866  억원",코스닥 439위,12480734,500원  l  1주,12480734,272271,2.18%,N/A  l  N/A,"24,400  l  10,010",26.99배  l  554원,N/A  l  N/A,"8.06배  l  1,855원",,7.35배,-1.10%,,,,,,,
해성디에스,54600.0,1600.0,+3.02%,54500.0,54600.0,199476.0,10811.0,336542.0,반도체와반도체장비,2022-09-20,해성디에스,195870,2233.0,557.0,428.0,24.96,19.18,,,,,2566.0,20.65,,,,,,"9,282  억원",코스피 228위,17000000,"5,000원  l  1주",17000000,1814771,10.68%,"4.00매수  l  95,000","74,700  l  38,350","6.99배  l  7,814원","6.00배  l  9,924원","2.51배  l  21,746원",,7.35배,-1.10%,1.10%,,,,,,
유니테스트 *,17550.0,500.0,+2.93%,17500.0,17550.0,99810.0,1747.0,133325.0,반도체와반도체장비,2022-09-20,유니테스트,086390,309.0,-28.0,,-9.06,,,,,,-95.0,-180.17,,,,,,"3,709  억원",코스닥 190위,21134126,500원  l  1주,21134126,1728225,8.18%,"4.00매수  l  30,000","33,300  l  16,250",N/A  l  -570원,N/A  l  N/A,"2.48배  l  7,067원",,7.35배,-1.10%,,,,,,,
싸이맥스 *,14800.0,400.0,+2.78%,14800.0,14850.0,29933.0,441.0,32302.0,반도체와반도체장비,2022-09-20,싸이맥스,160980,,,,,,,,,,,,,,,,,"1,617  억원",코스닥 524위,10924243,500원  l  1주,10924243,232945,2.13%,N/A  l  N/A,"21,750  l  12,600","11.66배  l  1,269원",N/A  l  N/A,"1.00배  l  14,766원",,7.35배,-1.10%,2.70%,,,,,,
에이팩트 *,5230.0,140.0,+2.75%,5210.0,5230.0,72387.0,376.0,141196.0,반도체와반도체장비,2022-09-20,에이팩트,200470,,,,,,,,,,,,,,,,,966  억원,코스닥 872위,18476189,500원  l  1주,18476189,357465,1.93%,N/A  l  N/A,"7,850  l  3,770",18.81배  l  278원,N/A  l  N/A,"1.29배  l  4,045원",,7.35배,-1.10%,,,,,,,
에프에스티 *,13300.0,350.0,+2.70%,13250.0,13300.0,74392.0,999.0,61371.0,반도체와반도체장비,2022-09-20,에프에스티,036810,,,,,,,,,,,,,,,,,"2,894  억원",코스닥 258위,21756789,500원  l  1주,21756789,863886,3.97%,N/A  l  N/A,"28,650  l  12,550",54.51배  l  244원,N/A  l  N/A,"1.30배  l  10,205원",,7.35배,-1.10%,0.98%,,,,,,
유니트론텍 *,3605.0,90.0,+2.56%,3605.0,3625.0,41274.0,149.0,69385.0,반도체와반도체장비,2022-09-20,유니트론텍,142210,,,,,,,,,,,,,,,,,678  억원,코스닥 1129위,18804562,500원  l  1주,18804562,51060,0.27%,N/A  l  N/A,"5,758  l  3,405",4.50배  l  801원,N/A  l  N/A,"0.82배  l  4,420원",,7.35배,-1.10%,1.66%,,,,,,
인텍플러스 *,16100.0,400.0,+2.55%,16100.0,16150.0,45639.0,734.0,263558.0,반도체와반도체장비,2022-09-20,인텍플러스,064290,,,,,,,,,,,,,,,,,"2,048  억원",코스닥 401위,12718462,500원  l  1주,12718462,398153,3.13%,"4.00매수  l  25,400","33,300  l  15,400","7.84배  l  2,053원",N/A  l  N/A,"3.29배  l  4,888원",,7.35배,-1.10%,1.24%,,,,,,
기가레인 *,1485.0,35.0,+2.41%,1480.0,1485.0,126005.0,185.0,282749.0,반도체와반도체장비,2022-09-20,기가레인,049080,230.0,28.0,,12.17,,,,,,,,,,,,,"1,177  억원",코스닥 733위,79243240,500원  l  1주,79243240,532014,0.67%,"4.00매수  l  1,800","2,700  l  1,360",N/A  l  -21원,N/A  l  N/A,1.97배  l  753원,,7.35배,-1.10%,,,,,,,
앤씨앤 *,1985.0,45.0,+2.32%,1980.0,1985.0,58760.0,117.0,89365.0,반도체와반도체장비,2022-09-20,앤씨앤,092600,,,,,,,,,,,,,,,,,498  억원,코스닥 1311위,25083517,500원  l  1주,25083517,313610,1.25%,N/A  l  N/A,"4,870  l  1,925",N/A  l  -654원,N/A  l  N/A,"0.76배  l  2,615원",,7.35배,-1.10%,,,,,,,
알에프세미 *,3070.0,65.0,+2.16%,3055.0,3070.0,72085.0,220.0,126906.0,반도체와반도체장비,2022-09-20,알에프세미,096610,,,,,,,,,,,,,,,,,334  억원,코스닥 1460위,10873812,500원  l  1주,10873812,0,0.00%,N/A  l  N/A,"11,500  l  2,735",N/A  l  -950원,N/A  l  N/A,"1.06배  l  2,895원",,7.35배,-1.10%,,,,,,,
칩스앤미디어 *,16650.0,350.0,+2.15%,16600.0,16650.0,84553.0,1411.0,120004.0,반도체와반도체장비,2022-09-20,칩스앤미디어,094360,63.0,20.0,21.0,31.75,33.33,,,,,218.0,74.83,,,,,,"1,605  억원",코스닥 529위,9640315,500원  l  1주,9640315,222836,2.31%,N/A  l  N/A,"27,050  l  12,050",19.80배  l  841원,N/A  l  N/A,"4.05배  l  4,109원",,7.35배,-1.10%,0.98%,,,,,,
아이앤씨 *,2675.0,55.0,+2.10%,2665.0,2675.0,25845.0,69.0,116565.0,반도체와반도체장비,2022-09-20,아이앤씨,052860,,,,,,,,,,,,,,,,,478  억원,코스닥 1332위,17862854,500원  l  1주,17862854,116234,0.65%,N/A  l  N/A,"4,700  l  2,350",N/A  l  -38원,N/A  l  N/A,"1.08배  l  2,482원",,7.35배,-1.10%,,,,,,,
하이딥 *,1220.0,25.0,+2.09%,1215.0,1220.0,238123.0,289.0,648252.0,반도체와반도체장비,2022-09-20,하이딥,365590,,,,,,,,,,,,,,,,,"1,677  억원",코스닥 502위,137457352,100원  l  1주,137457352,21645593,15.75%,N/A  l  N/A,"2,625  l  1,190",,N/A  l  N/A,,,7.35배,-1.10%,,N/A  l  -42원,9.53배  l  128원,,,,
유니셈 *,8030.0,160.0,+2.03%,8020.0,8030.0,420433.0,3360.0,469436.0,반도체와반도체장비,2022-09-20,유니셈,036200,846.0,130.0,,15.37,,,,,,,,,,,,,"2,462  억원",코스닥 323위,30664223,500원  l  1주,30664223,1579582,5.15%,"4.00매수  l  10,200","15,150  l  6,700",10.37배  l  774원,N/A  l  N/A,"1.25배  l  6,448원",,7.35배,-1.10%,1.49%,,,,,,
테스 *,18450.0,350.0,+1.93%,18400.0,18450.0,58571.0,1081.0,44289.0,반도체와반도체장비,2022-09-20,테스,095610,908.0,169.0,87.0,18.65,9.58,,,,,627.0,28.86,,,,,,"3,647  억원",코스닥 197위,19768226,500원  l  1주,19768226,1651735,8.36%,"4.00매수  l  29,333","30,100  l  17,950","7.01배  l  2,631원","7.00배  l  2,607원","1.12배  l  16,518원",,7.35배,-1.10%,3.04%,,,,,,
엑사이엔씨 *,1325.0,25.0,+1.92%,1320.0,1325.0,148376.0,195.0,622450.0,반도체와반도체장비,2022-09-20,엑사이엔씨,054940,,,,,,,,,,,,,,,,,440  억원,코스닥 1376위,33173548,500원  l  1주,33173548,545362,1.64%,N/A  l  N/A,"1,690  l  991",3.27배  l  405원,N/A  l  N/A,"0.71배  l  1,867원",,7.35배,-1.10%,,,,,,,
유니퀘스트,9070.0,170.0,+1.91%,9070.0,9080.0,111364.0,1018.0,110041.0,반도체와반도체장비,2022-09-20,유니퀘스트,077500,,,,,,,,,,,,,,,,,"2,481  억원",코스피 516위,27348975,500원  l  1주,27348975,14296275,52.27%,N/A  l  N/A,"13,200  l  8,320","3.42배  l  2,652원",N/A  l  N/A,"0.71배  l  12,734원",,7.35배,-1.10%,3.31%,,,,,,
제이티 *,6950.0,130.0,+1.91%,6940.0,6950.0,33380.0,232.0,34490.0,반도체와반도체장비,2022-09-20,제이티,089790,212.0,39.0,,18.4,,,,,,320.0,21.32,,,,,,717  억원,코스닥 1076위,10315513,500원  l  1주,10315513,405507,3.93%,"4.00매수  l  15,000","11,100  l  5,960","4.69배  l  1,481원",N/A  l  N/A,"1.31배  l  5,307원",,7.35배,-1.10%,,,,,,,
티씨케이 *,102400.0,1900.0,+1.89%,102400.0,102500.0,22384.0,2291.0,24244.0,반도체와반도체장비,2022-09-20,티씨케이,064760,880.0,346.0,270.0,39.28,30.76,,,,,2317.0,43.38,,,,,,"1조  1,955  억원",코스닥 37위,11675000,500원  l  1주,11675000,8297926,71.07%,"4.00매수  l  160,000","155,800  l  100,300","13.22배  l  7,746원",N/A  l  N/A,"3.22배  l  31,820원",,7.35배,-1.10%,1.40%,,,,,,
메카로 *,11000.0,200.0,+1.85%,10950.0,11000.0,22389.0,245.0,23714.0,반도체와반도체장비,2022-09-20,메카로,241770,,,,,,,,,,,,,,,,,"1,121  억원",코스닥 763위,10192640,500원  l  1주,10192640,1385,0.01%,N/A  l  N/A,"15,700  l  9,600",18.84배  l  584원,N/A  l  N/A,"0.73배  l  15,094원",,7.35배,-1.10%,1.46%,,,,,,
엠케이전자 *,11400.0,200.0,+1.79%,11400.0,11450.0,150164.0,1698.0,251094.0,반도체와반도체장비,2022-09-20,엠케이전자,033160,,,,,,,,,,,,,,,,,"2,486  억원",코스닥 319위,21807689,500원  l  1주,21807689,463813,2.13%,N/A  l  N/A,"24,150  l  9,950",13.26배  l  860원,N/A  l  N/A,"0.59배  l  19,457원",,7.35배,-1.10%,1.32%,,,,,,
큐에스아이 *,11550.0,200.0,+1.76%,11500.0,11550.0,52828.0,612.0,105475.0,반도체와반도체장비,2022-09-20,큐에스아이,066310,,,,,,,,,,,,,,,,,"1,071  억원",코스닥 797위,9271621,500원  l  1주,9271621,374793,4.04%,N/A  l  N/A,"28,650  l  10,550",41.10배  l  281원,N/A  l  N/A,"1.36배  l  8,475원",,7.35배,-1.10%,0.87%,,,,,,
미코 *,7350.0,120.0,+1.66%,7340.0,7350.0,50795.0,372.0,72497.0,반도체와반도체장비,2022-09-20,미코,059090,,,,,,,,,,,,,,,,,"2,456  억원",코스닥 324위,33416778,500원  l  1주,33416778,1801035,5.39%,N/A  l  N/A,"16,000  l  7,000",N/A  l  -619원,N/A  l  N/A,"1.10배  l  6,665원",,7.35배,-1.10%,0.95%,,,,,,
GST *,21750.0,350.0,+1.64%,21700.0,21750.0,59370.0,1299.0,85156.0,반도체와반도체장비,2022-09-20,GST,083450,934.0,162.0,,17.34,,,,,,1363.0,15.7,,,,,,"2,027  억원",코스닥 410위,9317745,500원  l  1주,9317745,600533,6.45%,"4.00매수  l  30,500","38,600  l  19,950","5.16배  l  4,216원",N/A  l  N/A,"1.16배  l  18,672원",,7.35배,-1.10%,1.38%,,,,,,
가온칩스 *,25050.0,400.0,+1.62%,25050.0,25100.0,588714.0,14772.0,1256861.0,반도체와반도체장비,2022-09-20,가온칩스,399720,,,,,,,,,,,,,,,,,"2,878  억원",코스닥 261위,11488320,500원  l  1주,11488320,11220,0.10%,N/A  l  N/A,"39,500  l  20,800",,N/A  l  N/A,,,7.35배,-1.10%,,37.00배  l  677원,"5.58배  l  4,488원",,,,
서플러스글로벌 *,3160.0,50.0,+1.61%,3155.0,3160.0,58359.0,184.0,70526.0,반도체와반도체장비,2022-09-20,서플러스글로벌,140070,,,,,,,,,,,,,,,,,"1,169  억원",코스닥 735위,36988000,100원  l  1주,36988000,400925,1.08%,N/A  l  N/A,"5,250  l  3,080",3.97배  l  795원,N/A  l  N/A,"0.64배  l  4,926원",,7.35배,-1.10%,1.58%,,,,,,
에이디테크놀로지 *,12800.0,200.0,+1.59%,12800.0,12900.0,21673.0,278.0,114231.0,반도체와반도체장비,2022-09-20,에이디테크놀로지,200710,,,,,,,,,,,,,,,,,"1,707  억원",코스닥 490위,13334327,500원  l  1주,13334327,96819,0.73%,N/A  l  N/A,"24,550  l  12,200","12.17배  l  1,052원",N/A  l  N/A,"1.00배  l  12,851원",,7.35배,-1.10%,0.55%,,,,,,
엘비루셈 *,8780.0,130.0,+1.50%,8750.0,8780.0,107960.0,940.0,381864.0,반도체와반도체장비,2022-09-20,엘비루셈,376190,,,,,,,,,,,,,,,,,"2,160  억원",코스닥 377위,24600000,500원  l  1주,24600000,6615786,26.89%,N/A  l  N/A,"13,100  l  6,720",10.02배  l  876원,N/A  l  N/A,"1.07배  l  8,213원",,7.35배,-1.10%,,,,,,,
KX하이텍 *,1390.0,20.0,+1.46%,1385.0,1390.0,107363.0,148.0,319365.0,반도체와반도체장비,2022-09-20,KX하이텍,052900,,,,,,,,,,,,,,,,,718  억원,코스닥 1074위,51628046,500원  l  1주,51628046,1027923,1.99%,N/A  l  N/A,"1,965  l  1,200",6.10배  l  228원,N/A  l  N/A,"0.74배  l  1,888원",,7.35배,-1.10%,,,,,,,
피에스케이홀딩스 *,8300.0,110.0,+1.34%,8280.0,8300.0,8521.0,71.0,19684.0,반도체와반도체장비,2022-09-20,피에스케이홀딩스,031980,,,,,,,,,,,,,,,,,"1,790  억원",코스닥 458위,21562395,500원  l  1주,21562395,308879,1.43%,N/A  l  N/A,"18,550  l  8,000","6.09배  l  1,362원",N/A  l  N/A,"0.67배  l  12,376원",,7.35배,-1.10%,4.82%,,,,,,
티엘비 *,42800.0,550.0,+1.30%,42750.0,42800.0,41441.0,1788.0,80174.0,반도체와반도체장비,2022-09-20,티엘비,356860,559.0,103.0,,18.43,,,,,,,,,,,,,"2,104  억원",코스닥 388위,4916315,500원  l  1주,4916315,45109,0.92%,"4.00매수  l  55,450","50,000  l  30,000","8.73배  l  4,905원",N/A  l  N/A,"2.14배  l  20,009원",,7.35배,-1.10%,0.58%,,,,,,
와이아이케이 *,3545.0,45.0,+1.29%,3545.0,3550.0,75135.0,268.0,83994.0,반도체와반도체장비,2022-09-20,와이아이케이,232140,,,,,,,,,,,,,,,,,"2,908  억원",코스닥 255위,82045350,100원  l  1주,82045350,468937,0.57%,N/A  l  N/A,"6,610  l  3,480",7.01배  l  506원,N/A  l  N/A,"0.99배  l  3,591원",,7.35배,-1.10%,,,,,,,
네패스 *,20500.0,250.0,+1.23%,20400.0,20500.0,119191.0,2466.0,141755.0,반도체와반도체장비,2022-09-20,네패스,033640,,,,,,,,,,,,,,,,,"4,727  억원",코스닥 133위,23059202,500원  l  1주,23059202,1845709,8.00%,N/A  l  N/A,"39,350  l  17,700","N/A  l  -1,763원",N/A  l  N/A,"2.96배  l  6,928원",,7.35배,-1.10%,,,,,,,
아이텍 *,8230.0,100.0,+1.23%,8230.0,8240.0,452178.0,3780.0,61750.0,반도체와반도체장비,2022-09-20,아이텍,119830,,,,,,,,,,,,,,,,,"1,602  억원",코스닥 531위,19463533,500원  l  1주,19463533,69207,0.36%,N/A  l  N/A,"13,600  l  7,830",N/A  l  -71원,N/A  l  N/A,"1.38배  l  5,965원",,7.35배,-1.10%,,,,,,,
